
=======================================================================
  B881 NR5G MAC UL TB Stats — Parsed Records
=======================================================================
  Pkt   Ver    Delta Tx (Bytes)   Cumul Tx        ReTx      
  1208  3.1    784                1120024053      94843325  
  1209  3.1    309                1120024362      94843325  
  1210  3.1    592                1120024954      94843325  
  1211  3.1    309                1120025263      94843325  
  1212  3.1    253                1120025516      94843325  
  1213  3.1    592                1120026108      94843325  
  1214  3.1    592                1120026700      94843325  
  1215  3.1    269                1120026969      94843325  
  1216  3.1    405                1120027374      94843325  
  1217  3.1    253                1120027627      94843325  
  1218  3.1    592                1120028219      94843325  
  1219  3.1    1245               1120029464      94843325  
  1220  3.1    253                1120029717      94843325  
  1221  3.1    253                1120029970      94843325  
  1222  3.1    0                  1120029970      94843325  
  1223  3.1    253                1120030223      94843325  
  1224  3.1    253                1120030476      94843325  
  1225  3.1    0                  1120030476      94843325  
  1226  3.1    0                  1120030476      94843325  
  1227  3.1    233                1120030709      94843325  
  1228  3.1    1504               1120032213      94843325  
  1229  3.1    528                1120032741      94843325  
  1230  3.1    928                1120033669      94843325  
  1231  3.1    0                  1120033669      94843325  
  1232  3.1    269                1120033938      94843325  
  1233  3.1    1057               1120034995      94843325  
  1234  3.1    421                1120035416      94843325  
  1235  3.1    800                1120036216      94843325  
  1236  3.1    269                1120036485      94843325  
  1237  3.1    405                1120036890      94843325  
  1238  3.1    309                1120037199      94843325  
  1239  3.1    0                  1120037199      94843325  
  1240  3.1    0                  1120037199      94843325  
  1241  3.1    0                  1120037199      94843325  
  1242  3.1    269                1120037468      94843325  
  1243  3.1    1057               1120038525      94843325  
  1244  3.1    592                1120039117      94843325  
  1245  3.1    592                1120039709      94843325  
  1246  3.1    253                1120039962      94843325  
  1247  3.1    405                1120040367      94843325  
  1248  3.1    309                1120040676      94843325  
  1249  3.1    309                1120040985      94843325  
  1250  3.1    592                1120041577      94843325  
  1251  3.1    253                1120041830      94843325  
  1252  3.1    0                  1120041830      94843325  
  1253  3.1    0                  1120041830      94843325  
  1254  3.1    0                  1120041830      94843325  
  1255  3.1    269                1120042099      94843325  
  1256  3.1    1505               1120043604      94843325  
  1257  3.1    0                  1120043604      94843325  
  1258  3.1    0                  1120043604      94843325  
  1259  3.1    269                1120043873      94843325  
  1260  3.1    592                1120044465      94843325  
  1261  3.1    309                1120044774      94843325  
  1262  3.1    1057               1120045831      94843325  
  1263  3.1    0                  1120045831      94843325  
  1264  3.1    269                1120046100      94843325  
  1265  3.1    1229               1120047329      94843325  
  1266  3.1    0                  1120047329      94843325  
  1267  3.1    253                1120047582      94843325  
  1268  3.1    800                1120048382      94843325  
  1269  3.1    421                1120048803      94843325  
  1270  3.1    800                1120049603      94843325  
  1271  3.1    309                1120049912      94843325  
  1272  3.1    269                1120050181      94843325  
  1273  3.1    1121               1120051302      94843325  
  1274  3.1    309                1120051611      94843325  
  1275  3.1    285                1120051896      94843325  
  1276  3.1    0                  1120051896      94843325  
  1277  3.1    0                  1120051896      94843325  
  1278  3.1    0                  1120051896      94843325  
  1279  3.1    285                1120052181      94843325  
  1280  3.1    592                1120052773      94843325  
  1281  3.1    752                1120053525      94843325  
  1282  3.1    784                1120054309      94843325  
  1283  3.1    0                  1120054309      94843325  
  1284  3.1    269                1120054578      94843325  
  1285  3.1    1057               1120055635      94843325  
  1286  3.1    0                  1120055635      94843325  
  1287  3.1    269                1120055904      94843325  
  1288  3.1    1057               1120056961      94843325  
  1289  3.1    784                1120057745      94843325  
  1290  3.1    405                1120058150      94843325  
  1291  3.1    0                  1120058150      94843730  
  1292  3.1    233                1120058383      94843730  
  1293  3.1    405                1120058788      94843730  
  1294  3.1    768                1120059556      94843730  
  1295  3.1    0                  1120059556      94843730  
  1296  3.1    0                  1120059556      94843730  
  1297  3.1    233                1120059789      94843730  
  1298  3.1    592                1120060381      94843730  
  1299  3.1    253                1120060634      94843730  
  1300  3.1    309                1120060943      94843730  
  1301  3.1    269                1120061212      94843730  
  1302  3.1    421                1120061633      94843730  
  1303  3.1    1121               1120062754      94843730  
  1304  3.1    797                1120063551      94843730  
  1305  3.1    512                1120064063      94843730  
  1306  3.1    797                1120064860      94843730  
  1307  3.1    301                1120065161      94843730  
  1308  3.1    285                1120065446      94843730  
  1309  3.1    1121               1120066567      94843730  
  1310  3.1    269                1120066836      94844851  
  1311  3.1    592                1120067428      94844851  
  1312  3.1    269                1120067697      94844851  
  1313  3.1    269                1120067966      94844851  
  1314  3.1    421                1120068387      94844851  
  1315  3.1    309                1120068696      94844851  
  1316  3.1    797                1120069493      94844851  
  1317  3.1    309                1120069802      94844851  
  1318  3.1    0                  1120069802      94844851  
  1319  3.1    570                1120070372      94844851  
  1320  3.1    1217               1120071589      94844851  
  1321  3.1    0                  1120071589      94844851  
  1322  3.1    269                1120071858      94844851  
  1323  3.1    592                1120072450      94844851  
  1324  3.1    309                1120072759      94844851  
  1325  3.1    309                1120073068      94844851  
  1326  3.1    928                1120073996      94844851  
  1327  3.1    2914               1120076910      94844851  
  1328  3.1    3874               1120080784      94844851  
  1329  3.1    3009               1120083793      94845908  
  1330  3.1    592                1120084385      94845908  
  1331  3.1    0                  1120084385      94846500  
  1332  3.1    0                  1120084385      94846500  
  1333  3.1    0                  1120084385      94846500  
  1334  3.1    253                1120084638      94846500  
  1335  3.1    3922               1120088560      94846500  
  1336  3.1    0                  1120088560      94846500  
  1337  3.1    269                1120088829      94846500  
  1338  3.1    752                1120089581      94846500  
  1339  3.1    592                1120090173      94846500  
  1340  3.1    592                1120090765      94846500  
  1341  3.1    269                1120091034      94846500  
  1342  3.1    1505               1120092539      94846500  
  1343  3.1    0                  1120092539      94846500  
  1344  3.1    269                1120092808      94846500  
  1345  3.1    2049               1120094857      94846500  
  1346  3.1    1057               1120095914      94846500  
  1347  3.1    1057               1120096971      94846500  
  1348  3.1    4033               1120101004      94846500  
  1349  3.1    0                  1120101004      94846500  
  1350  3.1    269                1120101273      94846500  
  1351  3.1    1505               1120102778      94846500  
  1352  3.1    269                1120103047      94846500  
  1353  3.1    269                1120103316      94846500  
  1354  3.1    421                1120103737      94846500  
  1355  3.1    0                  1120103737      94846921  
  1356  3.1    253                1120103990      94846921  
  1357  3.1    1153               1120105143      94846921  
  1358  3.1    992                1120106135      94846921  
  1359  3.1    0                  1120106135      94846921  
  1360  3.1    0                  1120106135      94846921  
  1361  3.1    0                  1120106135      94846921  
  1362  3.1    253                1120106388      94846921  
  1363  3.1    5282               1120111670      94846921  
  1364  3.1    800                1120112470      94846921  
  1365  3.1    269                1120112739      94846921  
  1366  3.1    1505               1120114244      94846921  
  1367  3.1    592                1120114836      94846921  
  1368  3.1    421                1120115257      94846921  
  1369  3.1    269                1120115526      94846921  
  1370  3.1    421                1120115947      94846921  
  1371  3.1    285                1120116232      94846921  
  1372  3.1    592                1120116824      94846921  
  1373  3.1    800                1120117624      94846921  
  1374  3.1    592                1120118216      94846921  
  1375  3.1    0                  1120118216      94846921  
  1376  3.1    285                1120118501      94846921  
  1377  3.1    0                  1120118501      94846921  
  1378  3.1    269                1120118770      94846921  
  1379  3.1    800                1120119570      94846921  
  1380  3.1    269                1120119839      94846921  
  1381  3.1    800                1120120639      94846921  
  1382  3.1    269                1120120908      94846921  
  1383  3.1    421                1120121329      94846921  
  1384  3.1    0                  1120121329      94847342  
  1385  3.1    405                1120121734      94847342  
  1386  3.1    752                1120122486      94847342  
  1387  3.1    0                  1120122486      94848094  
  1388  3.1    560                1120123046      94848094  
  1389  3.1    832                1120123878      94848094  
  1390  3.1    928                1120124806      94848094  
  1391  3.1    0                  1120124806      94848094  
  1392  3.1    0                  1120124806      94848094  
  1393  3.1    253                1120125059      94848094  
  1394  3.1    784                1120125843      94848094  
  1395  3.1    253                1120126096      94848094  
  1396  3.1    309                1120126405      94848094  
  1397  3.1    269                1120126674      94848094  
  1398  3.1    253                1120126927      94848094  
  1399  3.1    538                1120127465      94848094  
  1400  3.1    269                1120127734      94848094  
  1401  3.1    0                  1120127734      94848094  
  1402  3.1    253                1120127987      94848094  
  1403  3.1    253                1120128240      94848094  
  1404  3.1    784                1120129024      94848094  
  1405  3.1    253                1120129277      94848094  
  1406  3.1    253                1120129530      94848094  
  1407  3.1    592                1120130122      94848094  
  1408  3.1    309                1120130431      94848094  
  1409  3.1    784                1120131215      94848094  
  1410  3.1    560                1120131775      94848094  
  1411  3.1    0                  1120131775      94848654  
  1412  3.1    233                1120132008      94848654  
  1413  3.1    761                1120132769      94848654  
  1414  3.1    0                  1120132769      94848654  
  1415  3.1    233                1120133002      94848654  
  1416  3.1    233                1120133235      94848654  
  1417  3.1    233                1120133468      94848654  
  1418  3.1    784                1120134252      94848654  
  1419  3.1    0                  1120134252      94849438  
  1420  3.1    405                1120134657      94849438  
  1421  3.1    1057               1120135714      94849438  
  1422  3.1    928                1120136642      94849438  
  1423  3.1    0                  1120136642      94849438  
  1424  3.1    0                  1120136642      94849438  
  1425  3.1    0                  1120136642      94849438  
  1426  3.1    0                  1120136642      94849438  
  1427  3.1    233                1120136875      94849438  
  1428  3.1    1473               1120138348      94849438  
  1429  3.1    560                1120138908      94849438  
  1430  3.1    405                1120139313      94849438  
  1431  3.1    301                1120139614      94849438  
  1432  3.1    405                1120140019      94849438  
  1433  3.1    301                1120140320      94849438  
  1434  3.1    233                1120140553      94849438  
  1435  3.1    405                1120140958      94849438  
  1436  3.1    233                1120141191      94849438  
  1437  3.1    233                1120141424      94849438  
  1438  3.1    233                1120141657      94849438  
  1439  3.1    560                1120142217      94849438  
  1440  3.1    253                1120142470      94849438  
  1441  3.1    592                1120143062      94849438  
  1442  3.1    309                1120143371      94849438  
  1443  3.1    784                1120144155      94849438  
  1444  3.1    269                1120144424      94849438  
  1445  3.1    421                1120144845      94849438  
  1446  3.1    592                1120145437      94849438  
  1447  3.1    269                1120145706      94849438  
  1448  3.1    0                  1120145706      94849438  
  1449  3.1    0                  1120145706      94849438  
  1450  3.1    0                  1120145706      94849438  
  1451  3.1    269                1120145975      94849438  
  1452  3.1    1537               1120147512      94849438  
  1453  3.1    269                1120147781      94849438  
  1454  3.1    0                  1120147781      94849438  
  1455  3.1    253                1120148034      94849438  
  1456  3.1    253                1120148287      94849438  
  1457  3.1    0                  1120148287      94849438  
  1458  3.1    0                  1120148287      94849438  
  1459  3.1    269                1120148556      94849438  
  1460  3.1    253                1120148809      94849438  
  1461  3.1    253                1120149062      94849438  
  1462  3.1    800                1120149862      94849438  
  1463  3.1    592                1120150454      94849438  
  1464  3.1    0                  1120150454      94849438  
  1465  3.1    0                  1120150454      94849438  
  1466  3.1    0                  1120150454      94849438  
  1467  3.1    253                1120150707      94849438  
  1468  3.1    1245               1120151952      94849438  
  1469  3.1    269                1120152221      94849438  
  1470  3.1    421                1120152642      94849438  
  1471  3.1    752                1120153394      94849438  
  1472  3.1    309                1120153703      94849438  
  1473  3.1    269                1120153972      94849438  
  1474  3.1    269                1120154241      94849438  
  1475  3.1    0                  1120154241      94849438  
  1476  3.1    0                  1120154241      94849438  
  1477  3.1    0                  1120154241      94849438  
  1478  3.1    0                  1120154241      94849438  
  1479  3.1    269                1120154510      94849438  
  1480  3.1    800                1120155310      94849438  
  1481  3.1    0                  1120155310      94849438  
  1482  3.1    0                  1120155310      94849438  
  1483  3.1    269                1120155579      94849438  
  1484  3.1    269                1120155848      94849438  
  1485  3.1    269                1120156117      94849438  
  1486  3.1    0                  1120156117      94849438  
  1487  3.1    253                1120156370      94849438  
  1488  3.1    253                1120156623      94849438  
  1489  3.1    269                1120156892      94849438  
  1490  3.1    253                1120157145      94849438  
  1491  3.1    253                1120157398      94849438  
  1492  3.1    253                1120157651      94849438  
  1493  3.1    0                  1120157651      94849438  
  1494  3.1    0                  1120157651      94849438  
  1495  3.1    253                1120157904      94849438  
  1496  3.1    1165               1120159069      94849438  
  1497  3.1    253                1120159322      94849438  
  1498  3.1    592                1120159914      94849438  
  1499  3.1    253                1120160167      94849438  
  1500  3.1    253                1120160420      94849438  
  1501  3.1    800                1120161220      94849438  
  1502  3.1    421                1120161641      94849438  
  1503  3.1    0                  1120161641      94849438  
  1504  3.1    269                1120161910      94849438  
  1505  3.1    405                1120162315      94849438  
  1506  3.1    592                1120162907      94849438  
  1507  3.1    784                1120163691      94849438  
  1508  3.1    421                1120164112      94849438  
  1509  3.1    0                  1120164112      94849859  
  1510  3.1    233                1120164345      94849859  
  1511  3.1    0                  1120164345      94849859  
  1512  3.1    233                1120164578      94849859  
  1513  3.1    233                1120164811      94849859  
  1514  3.1    534                1120165345      94849859  
  1515  3.1    0                  1120165345      94849859  
  1516  3.1    233                1120165578      94849859  
  1517  3.1    1057               1120166635      94849859  
  1518  3.1    688                1120167323      94849859  
  1519  3.1    421                1120167744      94849859  
  1520  3.1    253                1120167997      94849859  
  1521  3.1    560                1120168557      94849859  
  1522  3.1    309                1120168866      94849859  
  1523  3.1    421                1120169287      94849859  
  1524  3.1    592                1120169879      94849859  
  1525  3.1    421                1120170300      94849859  
  1526  3.1    269                1120170569      94849859  
  1527  3.1    253                1120170822      94849859  
  1528  3.1    253                1120171075      94849859  
  1529  3.1    405                1120171480      94849859  
  1530  3.1    309                1120171789      94849859  
  1531  3.1    405                1120172194      94849859  
  1532  3.1    0                  1120172194      94849859  
  1533  3.1    0                  1120172194      94849859  
  1534  3.1    0                  1120172194      94849859  
  1535  3.1    253                1120172447      94849859  
  1536  3.1    784                1120173231      94849859  
  1537  3.1    269                1120173500      94849859  
  1538  3.1    269                1120173769      94849859  
  1539  3.1    309                1120174078      94849859  
  1540  3.1    269                1120174347      94849859  
  1541  3.1    309                1120174656      94849859  
  1542  3.1    309                1120174965      94849859  
  1543  3.1    405                1120175370      94849859  
  1544  3.1    309                1120175679      94849859  
  1545  3.1    421                1120176100      94849859  
  1546  3.1    592                1120176692      94849859  
  1547  3.1    0                  1120176692      94850451  
  1548  3.1    0                  1120176692      94850451  
  1549  3.1    0                  1120176692      94850451  
  1550  3.1    0                  1120176692      94850451  
  1551  3.1    253                1120176945      94850451  
  1552  3.1    784                1120177729      94850451  
  1553  3.1    253                1120177982      94850451  
  1554  3.1    309                1120178291      94850451  
  1555  3.1    309                1120178600      94850451  
  1556  3.1    253                1120178853      94850451  
  1557  3.1    253                1120179106      94850451  
  1558  3.1    0                  1120179106      94850451  
  1559  3.1    269                1120179375      94850451  
  1560  3.1    253                1120179628      94850451  
  1561  3.1    253                1120179881      94850451  
  1562  3.1    269                1120180150      94850451  
  1563  3.1    269                1120180419      94850451  
  1564  3.1    309                1120180728      94850451  
  1565  3.1    405                1120181133      94850451  
  1566  3.1    592                1120181725      94850451  
  1567  3.1    269                1120181994      94850451  
  1568  3.1    309                1120182303      94850451  
  1569  3.1    0                  1120182303      94850451  
  1570  3.1    0                  1120182303      94850451  
  1571  3.1    269                1120182572      94850451  
  1572  3.1    2190               1120184762      94850451  
  1573  3.1    0                  1120184762      94850451  
  1574  3.1    0                  1120184762      94850451  
  1575  3.1    253                1120185015      94850451  
  1576  3.1    1229               1120186244      94850451  
  1577  3.1    0                  1120186244      94850451  
  1578  3.1    0                  1120186244      94850451  
  1579  3.1    253                1120186497      94850451  
  1580  3.1    0                  1120186497      94850451  
  1581  3.1    1153               1120187650      94850451  
  1582  3.1    0                  1120187650      94850451  
  1583  3.1    269                1120187919      94850451  
  1584  3.1    421                1120188340      94850451  
  1585  3.1    309                1120188649      94850451  
  1586  3.1    0                  1120188649      94850451  
  1587  3.1    285                1120188934      94850451  
  1588  3.1    800                1120189734      94850451  
  1589  3.1    592                1120190326      94850451  
  1590  3.1    800                1120191126      94850451  
  1591  3.1    285                1120191411      94850451  
  1592  3.1    765                1120192176      94850451  
  1593  3.1    765                1120192941      94850451  
  1594  3.1    0                  1120192941      94850451  
  1595  3.1    269                1120193210      94850451  
  1596  3.1    0                  1120193210      94850451  
  1597  3.1    0                  1120193210      94850451  
  1598  3.1    269                1120193479      94850451  
  1599  3.1    592                1120194071      94850451  
  1600  3.1    421                1120194492      94850451  
  1601  3.1    592                1120195084      94850451  
  1602  3.1    421                1120195505      94850451  
  1603  3.1    269                1120195774      94850451  
  1604  3.1    269                1120196043      94850451  
  1605  3.1    421                1120196464      94850451  
  1606  3.1    309                1120196773      94850451  
  1607  3.1    592                1120197365      94850451  
  1608  3.1    0                  1120197365      94850451  
  1609  3.1    0                  1120197365      94850451  
  1610  3.1    0                  1120197365      94850451  
  1611  3.1    269                1120197634      94850451  
  1612  3.1    2038               1120199672      94850451  
  1613  3.1    1121               1120200793      94850451  
  1614  3.1    928                1120201721      94850451  
  1615  3.1    0                  1120201721      94850451  
  1616  3.1    269                1120201990      94850451  
  1617  3.1    309                1120202299      94850451  
  1618  3.1    253                1120202552      94850451  
  1619  3.1    309                1120202861      94850451  
  1620  3.1    269                1120203130      94850451  
  1621  3.1    269                1120203399      94850451  
  1622  3.1    592                1120203991      94850451  
  1623  3.1    0                  1120203991      94850451  
  1624  3.1    269                1120204260      94850451  
  1625  3.1    592                1120204852      94850451  
  1626  3.1    269                1120205121      94850451  
  1627  3.1    309                1120205430      94850451  
  1628  3.1    421                1120205851      94850451  
  1629  3.1    0                  1120205851      94850872  
  1630  3.1    309                1120206160      94850872  
  1631  3.1    800                1120206960      94850872  
  1632  3.1    309                1120207269      94850872  
  1633  3.1    592                1120207861      94850872  
  1634  3.1    421                1120208282      94850872  
  1635  3.1    592                1120208874      94850872  
  1636  3.1    592                1120209466      94850872  
  1637  3.1    269                1120209735      94850872  
  1638  3.1    309                1120210044      94850872  
  1639  3.1    0                  1120210044      94851181  
  1640  3.1    405                1120210449      94851181  
  1641  3.1    1245               1120211694      94851181  
  1642  3.1    560                1120212254      94851181  
  1643  3.1    233                1120212487      94851181  
  1644  3.1    253                1120212740      94851181  
  1645  3.1    233                1120212973      94851181  
  1646  3.1    0                  1120212973      94851181  
  1647  3.1    0                  1120212973      94851181  
  1648  3.1    0                  1120212973      94851181  
  1649  3.1    0                  1120212973      94851181  
  1650  3.1    233                1120213206      94851181  
  1651  3.1    1245               1120214451      94851181  
  1652  3.1    560                1120215011      94851181  
  1653  3.1    784                1120215795      94851181  
  1654  3.1    421                1120216216      94851181  
  1655  3.1    421                1120216637      94851181  
  1656  3.1    269                1120216906      94851181  
  1657  3.1    0                  1120216906      94851181  
  1658  3.1    0                  1120216906      94851181  
  1659  3.1    253                1120217159      94851181  
  1660  3.1    1473               1120218632      94851181  
  1661  3.1    309                1120218941      94851181  
  1662  3.1    592                1120219533      94851181  
  1663  3.1    592                1120220125      94851181  
  1664  3.1    592                1120220717      94851181  
  1665  3.1    592                1120221309      94851181  
  1666  3.1    309                1120221618      94851181  
  1667  3.1    309                1120221927      94851181  
  1668  3.1    421                1120222348      94851181  
  1669  3.1    421                1120222769      94851181  
  1670  3.1    301                1120223070      94851181  
  1671  3.1    0                  1120223070      94851181  
  1672  3.1    0                  1120223070      94851181  
  1673  3.1    0                  1120223070      94851181  
  1674  3.1    0                  1120223070      94851181  
  1675  3.1    269                1120223339      94851181  
  1676  3.1    1381               1120224720      94851181  
  1677  3.1    0                  1120224720      94851181  
  1678  3.1    0                  1120224720      94851181  
  1679  3.1    253                1120224973      94851181  
  1680  3.1    592                1120225565      94851181  
  1681  3.1    421                1120225986      94851181  
  1682  3.1    421                1120226407      94851181  
  1683  3.1    592                1120226999      94851181  
  1684  3.1    421                1120227420      94851181  
  1685  3.1    592                1120228012      94851181  
  1686  3.1    285                1120228297      94851181  
  1687  3.1    0                  1120228297      94851181  
  1688  3.1    0                  1120228297      94851181  
  1689  3.1    0                  1120228297      94851181  
  1690  3.1    0                  1120228297      94851181  
  1691  3.1    269                1120228566      94851181  
  1692  3.1    1505               1120230071      94851181  
  1693  3.1    421                1120230492      94851181  
  1694  3.1    269                1120230761      94851181  
  1695  3.1    309                1120231070      94851181  
  1696  3.1    752                1120231822      94851181  
  1697  3.1    269                1120232091      94851181  
  1698  3.1    269                1120232360      94851181  
  1699  3.1    421                1120232781      94851181  
  1700  3.1    309                1120233090      94851181  
  1701  3.1    285                1120233375      94851181  
  1702  3.1    1121               1120234496      94851181  
  1703  3.1    421                1120234917      94851181  
  1704  3.1    421                1120235338      94851181  
  1705  3.1    269                1120235607      94851181  
  1706  3.1    0                  1120235607      94851181  
  1707  3.1    269                1120235876      94851181  
  1708  3.1    269                1120236145      94851181  
  1709  3.1    269                1120236414      94851181  
  1710  3.1    1057               1120237471      94851181  
  1711  3.1    0                  1120237471      94852238  
  1712  3.1    0                  1120237471      94852238  
  1713  3.1    0                  1120237471      94852238  
  1714  3.1    0                  1120237471      94852238  
  1715  3.1    253                1120237724      94852238  
  1716  3.1    1472               1120239196      94852238  
  1717  3.1    285                1120239481      94852238  
  1718  3.1    0                  1120239481      94852238  
  1719  3.1    285                1120239766      94852238  
  1720  3.1    285                1120240051      94852238  
  1721  3.1    269                1120240320      94852238  
  1722  3.1    269                1120240589      94852238  
  1723  3.1    421                1120241010      94852238  
  1724  3.1    285                1120241295      94852238  
  1725  3.1    0                  1120241295      94852238  
  1726  3.1    0                  1120241295      94852238  
  1727  3.1    285                1120241580      94852238  
  1728  3.1    800                1120242380      94852238  
  1729  3.1    269                1120242649      94852238  
  1730  3.1    421                1120243070      94852238  
  1731  3.1    285                1120243355      94852238  
  1732  3.1    285                1120243640      94852238  
  1733  3.1    269                1120243909      94852238  
  1734  3.1    0                  1120243909      94852238  
  1735  3.1    269                1120244178      94852238  
  1736  3.1    309                1120244487      94852238  
  1737  3.1    592                1120245079      94852238  
  1738  3.1    269                1120245348      94852238  
  1739  3.1    253                1120245601      94852238  
  1740  3.1    592                1120246193      94852238  
  1741  3.1    592                1120246785      94852238  
  1742  3.1    864                1120247649      94852238  
  1743  3.1    269                1120247918      94852238  
  1744  3.1    0                  1120247918      94852238  
  1745  3.1    0                  1120247918      94852238  
  1746  3.1    269                1120248187      94852238  
  1747  3.1    1121               1120249308      94852238  
  1748  3.1    0                  1120249308      94853359  
  1749  3.1    0                  1120249308      94853359  
  1750  3.1    0                  1120249308      94853359  
  1751  3.1    253                1120249561      94853359  
  1752  3.1    1057               1120250618      94853359  
  1753  3.1    592                1120251210      94853359  
  1754  3.1    269                1120251479      94853359  
  1755  3.1    0                  1120251479      94853359  
  1756  3.1    0                  1120251479      94853359  
  1757  3.1    0                  1120251479      94853359  
  1758  3.1    0                  1120251479      94853359  
  1759  3.1    269                1120251748      94853359  
  1760  3.1    2049               1120253797      94853359  
  1761  3.1    0                  1120253797      94853359  
  1762  3.1    0                  1120253797      94853359  
  1763  3.1    269                1120254066      94853359  
  1764  3.1    592                1120254658      94853359  
  1765  3.1    269                1120254927      94853359  
  1766  3.1    421                1120255348      94853359  
  1767  3.1    800                1120256148      94853359  
  1768  3.1    309                1120256457      94853359  
  1769  3.1    0                  1120256457      94853359  
  1770  3.1    0                  1120256457      94853359  
  1771  3.1    269                1120256726      94853359  
  1772  3.1    1088               1120257814      94853359  
  1773  3.1    0                  1120257814      94853359  
  1774  3.1    992                1120258806      94853359  
  1775  3.1    0                  1120258806      94853359  
  1776  3.1    269                1120259075      94853359  
  1777  3.1    421                1120259496      94853359  
  1778  3.1    269                1120259765      94853359  
  1779  3.1    0                  1120259765      94853359  
  1780  3.1    0                  1120259765      94853359  
  1781  3.1    0                  1120259765      94853359  
  1782  3.1    285                1120260050      94853359  
  1783  3.1    5184               1120265234      94853359  
  1784  3.1    4929               1120270163      94853359  
  1785  3.1    1616               1120271779      94853359  
  1786  3.1    0                  1120271779      94853359  
  1787  3.1    285                1120272064      94853359  
  1788  3.1    421                1120272485      94853359  
  1789  3.1    421                1120272906      94853359  
  1790  3.1    269                1120273175      94853359  
  1791  3.1    0                  1120273175      94853359  
  1792  3.1    0                  1120273175      94853359  
  1793  3.1    0                  1120273175      94853359  
  1794  3.1    0                  1120273175      94853359  
  1795  3.1    269                1120273444      94853359  
  1796  3.1    1057               1120274501      94853359  
  1797  3.1    309                1120274810      94853359  
  1798  3.1    285                1120275095      94853359  
  1799  3.1    0                  1120275095      94853359  
  1800  3.1    0                  1120275095      94853359  
  1801  3.1    0                  1120275095      94853359  
  1802  3.1    0                  1120275095      94853359  
  1803  3.1    285                1120275380      94853359  
  1804  3.1    1088               1120276468      94853359  
  1805  3.1    233                1120276701      94853951  
  1806  3.1    0                  1120276701      94853951  
  1807  3.1    253                1120276954      94853951  
  1808  3.1    784                1120277738      94853951  
  1809  3.1    269                1120278007      94853951  
  1810  3.1    309                1120278316      94853951  
  1811  3.1    269                1120278585      94853951  
  1812  3.1    0                  1120278585      94853951  
  1813  3.1    0                  1120278585      94853951  
  1814  3.1    0                  1120278585      94853951  
  1815  3.1    285                1120278870      94853951  
  1816  3.1    1121               1120279991      94853951  
  1817  3.1    285                1120280276      94853951  
  1818  3.1    269                1120280545      94853951  
  1819  3.1    285                1120280830      94853951  
  1820  3.1    309                1120281139      94853951  
  1821  3.1    309                1120281448      94853951  
  1822  3.1    797                1120282245      94853951  
  1823  3.1    0                  1120282245      94853951  
  1824  3.1    0                  1120282245      94853951  
  1825  3.1    0                  1120282245      94853951  
  1826  3.1    285                1120282530      94853951  
  1827  3.1    1473               1120284003      94853951  
  1828  3.1    269                1120284272      94853951  
  1829  3.1    285                1120284557      94853951  
  1830  3.1    309                1120284866      94853951  
  1831  3.1    285                1120285151      94853951  
  1832  3.1    0                  1120285151      94853951  
  1833  3.1    0                  1120285151      94853951  
  1834  3.1    0                  1120285151      94853951  
  1835  3.1    285                1120285436      94853951  
  1836  3.1    592                1120286028      94853951  
  1837  3.1    0                  1120286028      94853951  
  1838  3.1    0                  1120286028      94853951  
  1839  3.1    285                1120286313      94853951  
  1840  3.1    421                1120286734      94853951  
  1841  3.1    301                1120287035      94853951  
  1842  3.1    797                1120287832      94853951  
  1843  3.1    0                  1120287832      94853951  
  1844  3.1    0                  1120287832      94853951  
  1845  3.1    0                  1120287832      94853951  
  1846  3.1    301                1120288133      94853951  
  1847  3.1    797                1120288930      94853951  
  1848  3.1    0                  1120288930      94853951  
  1849  3.1    0                  1120288930      94853951  
  1850  3.1    0                  1120288930      94853951  
  1851  3.1    285                1120289215      94853951  
  1852  3.1    2049               1120291264      94853951  
  1853  3.1    0                  1120291264      94853951  
  1854  3.1    0                  1120291264      94853951  
  1855  3.1    285                1120291549      94853951  
  1856  3.1    1505               1120293054      94853951  
  1857  3.1    0                  1120293054      94853951  
  1858  3.1    0                  1120293054      94853951  
  1859  3.1    269                1120293323      94853951  
  1860  3.1    800                1120294123      94853951  
  1861  3.1    0                  1120294123      94853951  
  1862  3.1    0                  1120294123      94853951  
  1863  3.1    269                1120294392      94853951  
  1864  3.1    800                1120295192      94853951  
  1865  3.1    0                  1120295192      94854751  
  1866  3.1    269                1120295461      94854751  
  1867  3.1    309                1120295770      94854751  
  1868  3.1    421                1120296191      94854751  
  1869  3.1    285                1120296476      94854751  
  1870  3.1    976                1120297452      94854751  
  1871  3.1    285                1120297737      94854751  
  1872  3.1    0                  1120297737      94854751  
  1873  3.1    0                  1120297737      94854751  
  1874  3.1    0                  1120297737      94854751  
  1875  3.1    285                1120298022      94854751  
  1876  3.1    421                1120298443      94854751  
  1877  3.1    285                1120298728      94854751  
  1878  3.1    0                  1120298728      94854751  
  1879  3.1    285                1120299013      94854751  
  1880  3.1    0                  1120299013      94855036  
  1881  3.1    800                1120299813      94855036  
  1882  3.1    0                  1120299813      94855036  
  1883  3.1    269                1120300082      94855036  
  1884  3.1    421                1120300503      94855036  
  1885  3.1    797                1120301300      94855036  
  1886  3.1    285                1120301585      94855036  
  1887  3.1    309                1120301894      94855036  
  1888  3.1    421                1120302315      94855036  
  1889  3.1    421                1120302736      94855036  
  1890  3.1    285                1120303021      94855036  
  1891  3.1    0                  1120303021      94855036  
